ISBN,TITLE,AUTHORS,YEAR,PUBLISHER,GENRE,DESCRIPTION,PAGE_COUNT,LANGUAGE,AVG_RATING,RATINGS_COUNT
9780471352518,Kids Around the World Cook!,Arlette N. Braman,2000,Jossey-Bass,Juvenile Nonfiction,"Make Delicious Foods from Many Lands and Discover Something aboutDifferent Culture What do kids in Jamaica eat for breakfast? How can you make adelicious loaf of challah bread? Who created the first chocolatechip cookie? Let your curiosity--and appetite--run wild while youlearn how to make scrumptious delicacies from cultures across theglobe. Kids Around the World Cook! takes you on a taste-bud-tingling tourto lands far and near with a fun assortment of trivia and lots ofsafe and easy-to-make recipes. Begin your meal in Ethiopia, as yousample the thin, pancake-shaped bread called injera, then take offto Japan, where you can make the mouthwatering traditional dinnercalled kushiyaki. Visit India on a hot summer day and enjoy theyummy taste of lassi, a sweet yogurt drink, and finish off yourmeal in Egypt with baklawa, a flaky pastry made with nuts, coconut,and butter. Kids Around the World Cook! is a fabulous blend of fascinatingfacts and delicious recipes. Impress your family and friends and,best of all, sample all of the tasty results of your excitingexcursions.",0,en,,
9780670855889,Hester,C. W. E. Bigsby,1994,Viking Adult,Fiction,"Hester discovers an inner strength and embarks on a long journey - one of danger and death, tempest and temptation. In the process we witness the transformation of a quiet English country wife into an outcast who seems a kind of angel.",210,en,,
9780312968243,Embryo,Charles Wilson,1998,Macmillan,Fiction,"What does the next step in high-tech reproduction hold for humankind? In a tale as real as tomorrow's headlines, a rich, successful woman takes a desperate gamble to have a child. A young lawyer discovers a fatal flaw in an unethical experiment. And a new life begins : a life that could signal a revolution in modern medicine ... or the end of us all.",321,en,,
9781556615771,A New Day Rising,Lauraine Snelling,1996,,Christian fiction,"The Spring of 1883 has come to Dakota Territory and Ingeborg Bjorklund is definitely on the mend after her long struggle over the loss of her husband Roald. With the arrival of Roald's distant cousin to temporarily take over the heavy field work, Ingeborg is able to return to her care of the children and the soddy. But she cannot ignore the joy he brings to their lives or the attraction she begins to feel toward him.",0,en,,
9780062514769,The Healer Within,Roger O.M.D. Jahnke,1997,HarperOne,Health & Fitness,"A doctor of acupuncture and Oriental medicine presents a complete, easy-to-follow program of optimal health maintenance that incorporates gentle movement, self-applied massage, breathing exercises, and relaxation or meditation. Tour.",288,en,,
9780553378276,River Teeth,David James Duncan,1996,Dial Press,Literary Collections,"In his passionate, luminous novels, David James Duncan has won the devotion of countless critics and readers, earning comparisons to Harper Lee, Tom Robbins, and J.D. Salinger, to name just a few. Now Duncan distills his remarkable powers of observation into this unique collection of short stories and essays. At the heart of Duncan's tales are characters undergoing the complex and violent process of transformation, with results both painful and wondrous. Equally affecting are his nonfiction reminiscences, the ""river teeth"" of the title. He likens his memories to the remains of old-growth trees that fall into Northwestern rivers and are sculpted by time and water. These experiences—shaped by his own river of time—are related with the art and grace of a master storyteller. In River Teeth, a uniquely gifted American writer blends two forms, taking us into the rivers of truth and make-believe, and all that lies in between.",274,en,,
9783502111009,Black Coffee,"Agatha Christie, Charles Osborne",1998,,,"Hercule Poirot wird von dem Atomwissenschaftler Sir Claud Armory gebeten, für ihn eine geheime Formel von grosser Wichtigkeit ins Ministerium zu überbringen. Poirot ahnt nicht, dass er kurz darauf mit einem Mordfall zu tun haben wird.",189,de,,
9781403964083,Tell the Court I Love My Wife,Peter Wallenstein,2004,Palgrave Macmillan,Family & Relationships,The first history of how the law has defined - and often outlawed - interracial marriage in America.,326,en,,
9780590440639,Banner in the Sky,James Ramsey Ullman,1954,Scholastic Incorporated,Adventure and adventurers,"Rudi's father had been killed trying to climb the Citadel, a dangerous Swiss mountain. Now it is his dream to make that climb.",292,en,5,1
9780449911839,Davita's Harp,Chaim Potok,1996,Ballantine Books,Fiction,"For Davita Chandal, growing up in New York in the 1930s and '40s is an experience of indescribable joy—and unfathomable sadness. Her loving parents, both fervent radicals, fill her with the fiercely bright hope for a new, better world. But the deprivations of war and the Depression take their ruthless toll. And Davita, unexpectedly, finds in the Jewish faith that her mother had long ago abandoned both a solace to her questioning inner pain and a test of her budding spirit of independence. To her, life's elusive possibilities for happiness, for fulfillment, for decency, become as real and resonant as the music of the small harp that hangs on her door, welcoming all guests with its sweet, gentle tones. Praise for Davita's Harp “Rich . . . enchanting . . . [Chaim] Potok's bravest book.”—The New York Times Book Review “It is an enormous pleasure to sink into such a rich . . . solidly written novel. The reader knows from the first few pages that he is in the hands of a sure professional who won't let him down.”—People “Engrossing . . . Filled with a host of richly drawn characters. Potok is a master storyteller.”—Chicago Tribune “Gripping and intriguing . . . A well-told tale that needed telling.”—The Philadelphia Inquirer",386,en,2.5,2
9780743435291,The Amazing Dr. Darwin,Charles Sheffield,2002,Baen Books,"Adventure stories, American","18th Century Europe: It is an age when superstition is beginning to give way to the force of human reason, and no man so fully embodies the spirit of the times as Dr. Erasmus Darwin. Thinker, healer, and explorer of the bizarre and the seemingly supernatural, no mystery can stand for long against Darwin's enlightened analysis. And there are far more mysteries than history knows... For Erasmus Darwin's world is filled with oddities that most cannot believe: from unknown beings lurking just outside the boundaries of civilization, to anomalies that even the greatest natural philosophers will be hard-pressed to explain, to mysterious deaths that give rise to fears of malevolent sorcery. And when the renowned Dr. Darwin is called upon to heal a man dying of an ailment that seems impossible, he has no idea that it is the beginning of a quest that will lead him to the darkest corners of Europe, and a stunning encounter with the most famous inhabitant of a certain Scottish loch... Book jacket.",0,en,,
9780882704609,Getting Them Sober,Toby Rice Drews,1980,"Plainfield, N.J. : Haven Books",Psychology,This is an important book that will benefit large numbers of alcoholics. Its positive message so effectively presented will fill a great need.--Norman Vincent Peale.,230,en,,
9782845950351,Les fleurs du mal,Charles Baudelaire,2000,,,,260,fr,,
9780671626303,Another Name for Madness,Marion Roach,1986,,Biography & Autobiography,,260,en,,
9780609800942,Lesbianism Made Easy,Helen Eisenbach,1998,Three Rivers Press (CA),Lesbians,"A hilarious, irreverent, and surprisingly perceptive look at the lesbian way of living and loving, by the author of ""Loonglow"". ""A barbed and breezy how-to"".--""OUT"" Magazine.",0,en,,
9780871592200,A Practical Guide to Prosperous Living,J. Douglas Bottorff,1998,Unity Books (Unity School of Christianity),Success,"The message of this book is simple: To experience a prosperous, happy, fulfilling life, we must learn to be true to our spiritual selves, and we must be involved in an active pursuit of the dreams of our heart. Bottorff uses personal stories, examples, techniques, and tips to excite, motivate, and aid the reader in taking steps to obtain prosperity in his or her inner life and external life.",0,en,,
9780140129007,Christmas at Fairacre,Miss Read,1992,,,"Three uplifting Christmas tales--No Holly for Miss Quinn, Village Christmas, and The Christmas Mouse--are offered here in one enchanting volume. The English village of Fairacre is a vision of holiday joy, but celebrations of the season do not always go as expected.",0,en,,
9780812649000,Seek,Paul Fleischman,2001,Marcato Books,Juvenile Fiction,"Rob becomes obsessed with searching the airwaves for his long-gone father, a radio announcer.",184,en,,
9780679733782,The Woman in the Dunes,Kobo Abe,1991,Vintage,Fiction,"The Woman in the Dunes, by celebrated writer and thinker Kobo Abe, combines the essence of myth, suspense and the existential novel. After missing the last bus home following a day trip to the seashore, an amateur entomologist is offered lodging for the night at the bottom of a vast sand pit. But when he attempts to leave the next morning, he quickly discovers that the locals have other plans. Held captive with seemingly no chance of escape, he is tasked with shoveling back the ever-advancing sand dunes that threaten to destroy the village. His only companion is an odd young woman. Together their fates become intertwined as they work side by side at this Sisyphean task.",260,en,2.5,5
